Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
La Vela Dining & Bar,"['Restaurants', 'Italian Restaurants', 'Pizza']","{""rating"":""4.0"",""count"":""47""}","{'rating': None, 'count': None}",http://www.laveladiningandbar.net,,http://www.yellowpages.com/new-york-ny/mip/la-vela-dining-bar-534537165#open-menu,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: La Vela is an Italian dining restaurant specializing in Southern Italian cuisine and wood fired pizza from Naples. Owner Tony Mauro from Naples has come together…,True,(212) 695-2112,558 11th Ave,"New York, NY 10036",$$
Krispy Rice,"['Restaurants', 'Sushi Bars', 'Take Out Restaurants']",,"{'rating': None, 'count': None}",https://www.krispyricebysbe.com,,,,,From Business: Introducing an elevated sushi experience that'sanything but ordinary. We don't play by the rules. Krispy Rice brings sophisticated restaurant creations and…,False,(212) 960-8251,398 10th Ave,"New York, NY 10001",
Masala King Caterers Inc,"['Restaurants', 'Indian Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""21""}","{'rating': None, 'count': None}",http://www.masalakingonline.com,,http://www.yellowpages.com/new-york-ny/mip/masala-king-caterers-inc-544987432#open-menu,,,"From Business: Authentic Indian with a Modern Ambiance. Flavorful Vegan, Vegaterian options as well as clay-oven fired succulent meats and fresh breads. Cocktails, Beer, Wine &…",True,(212) 213-5400,64 E 34th St,"New York, NY 10016",$$
Valbella Midtown,"['Restaurants', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""71""}","{'rating': None, 'count': None}",http://www.valbellamidtown.com,,http://www.yellowpages.com/new-york-ny/mip/valbella-midtown-468336678#open-menu,12 Years,,"From Business: Indulge in Manhattan's finest Northern Italian cuisine prepared under the careful direction of One of Manhattan's Best Restauranteurs, to which one can perfectly…",False,(212) 888-8955,11 E 53rd St,"New York, NY 10022",$$$$
Sushi Zo Hanare,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""5.0"",""count"":""10""}","{'rating': None, 'count': None}",http://www.sushizo.us,,,6 Years,"['Serves alcohol', 'Takes reservations']","From Business: At Sushi Zo Hanare, we’re dedicated to providing an exceptional sushi experience to Midtown Manhattan. We offer an “Omakase” multi-course tasting menu crafted by…",False,(917) 265-8054,127 E 39th St,"New York, NY 10016",$$$$
Salumeria Biellese,"['Restaurants', 'Delicatessens', 'Caterers']","{""rating"":""4.5"",""count"":""15""}","{'rating': None, 'count': None}",http://www.salumeriabiellese.com,,http://www.yellowpages.com/new-york-ny/mip/salumeria-biellese-17061354#open-menu,41 Years,,From Business: OLD school catering and delicatessen. NO bells and whistles. Hands down the best italian food around. SALUMERIA BIELLESE delicatessen. The home of fine artisan…,True,(212) 736-7376,378 8th Ave,"New York, NY 10001",$
Il Corso,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']","{""rating"":""4.5"",""count"":""1032""}","{'rating': None, 'count': None}",http://www.ilcorsorestaurant.com,,http://www.yellowpages.com/new-york-ny/mip/il-corso-472216148#open-menu,30 Years,"['Serves alcohol', 'Takes reservations']","From Business: Il Corso establishment was founded in 1993 by two native Italian women from the south of Italy. They chose to name their restaurant ""Il Corso"" because it means…",False,(212) 957-1500,54 W 55th St,"New York, NY 10019",$$$$
Oki Poke & Ramen,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""18""}","{'rating': None, 'count': None}",http://www.okipokeramen.com,,http://www.yellowpages.com/new-york-ny/mip/oki-poke-ramen-547643055#open-menu,,,"From Business: To serve up high-quality, healthy food in a convenient and responsible way. We are committed to consistently bringing you delicious Hawaiian-inspired poke made…",True,(212) 922-1900,135 E 45th St,"New York, NY 10017",
Hell's Kitchen,"['Restaurants', 'American Restaurants', 'Pizza']","{""rating"":""4.5"",""count"":""391""}","{'rating': None, 'count': None}",http://www.hellskitchen-nyc.com,,,,,"From Business: A staple in its' namesake neighborhood for 17 years, Hell's Kitchen is a favorite 'go to' spot for pre & post theatre, meeting up with friends after work, or to…",False,(212) 977-1588,801 9th Ave,"New York, NY 10019",
Corner Slice,"['Restaurants', 'Pizza', 'American Restaurants']","{""rating"":""4.5"",""count"":""23""}","{'rating': None, 'count': None}",http://www.cornerslicenyc.com,,http://www.yellowpages.com/new-york-ny/mip/corner-slice-533045636#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","From Business: Celebrating New York's own culinary history, Corner Slice is a neighborhood bakery focusing on pastry, pizza, and coffee - with all baking done on premises. The…",True,(212) 956-9339,600 11th Ave,"New York, NY 10036",$
Corner Bistro,"['Restaurants', 'American Restaurants']","{""rating"":""1.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.cornerbistrony.com,,,,,"From Business: Classic burgers, fresh beer on tap at bar, wonderful environment for children/families (free video games, food, highchairs..), with a large space for family…",False,(212) 582-2188,600 11th Ave,"New York, NY 10036",
Wokuni,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""83""}","{'rating': None, 'count': None}",http://www.wokuninyc.com,,http://www.yellowpages.com/new-york-ny/mip/wokuni-539070851#open-menu,,,"From Business: We, Tokyo Ichiban Foods started our business in the restaurant industry. We continue to pursue serving quality food that will delight our guests, and we cherish…",True,(212) 447-1212,327 Lexington Ave,"New York, NY 10016",$$$
Dig,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""140""}","{'rating': None, 'count': None}",https://www.diginn.com,,,,,"From Business: At Dig, you'll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",False,(212) 246-6844,40 W 55th St,"New York, NY 10019",
Queensyard,"['Restaurants', 'American Restaurants', 'Fine Dining Restaurants']","{""rating"":""3.0"",""count"":""3""}","{'rating': None, 'count': None}",https://www.queensyardnyc.com,,http://www.yellowpages.com/new-york-ny/mip/queensyard-548769787#open-menu,4 Years,,"From Business: Queensyard restaurant is located in Hudson Yards, New York, NY. Queensyard serves modern food that encapsulates the British flair and appeals to New York tastes.…",True,(212) 377-0780,20 Hudson Yards,"New York, NY 10001",$$$
Gai Chicken & Rice,"['Restaurants', 'Chicken Restaurants', 'Barbecue Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",https://www.gainyc.com/?y_source=1_NTM2NjM2OTYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,http://www.yellowpages.com/new-york-ny/mip/gai-chicken-rice-551055661#open-menu,,,"From Business: For centuries, throughout Southeast Asia, millions have enjoyed a common dish known as Hainanese Chicken and Rice. The dish has ventured from the villages of the…",True,(917) 675-6642,158 E 45th St,"New York, NY 10017",$$
Papillon Bistro & Bar,"['Restaurants', 'American Restaurants', 'Bar & Grills']","{""rating"":""4.0"",""count"":""360""}","{'rating': None, 'count': None}",http://www.papillonbistro.com,,http://www.yellowpages.com/new-york-ny/mip/papillon-bistro-bar-8376269#open-menu,18 Years,"['Offers outdoor seating', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Papillon Bistro and Bar is an eating establishment that offers a variety of dining options. The restaurant serves a range of appetizers, starters, salads, soups,…",False,(212) 754-9006,22 E 54th St,"New York, NY 10022",$$
Michael's Restaurant,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""4.0"",""count"":""147""}","{'rating': None, 'count': None}",http://www.michaelsnewyork.com,,http://www.yellowpages.com/new-york-ny/mip/michaels-restaurant-531412437#open-menu,34 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Since 1989 in New York and 1979 in Santa Monica, Michael's has dedicated itself to offering guests the finest in food and wine, presented with casual yet…",False,(212) 767-0555,24 W 55th St,"New York, NY 10019",$$$
Dim Sum Palace,"['Restaurants', 'Chinese Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""85""}","{'rating': None, 'count': None}",https://www.dimsumpalace.com,,http://www.yellowpages.com/new-york-ny/mip/dim-sum-palace-538621147#open-menu,6 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: We bring a taste of Dim Sum to Midtown. Made to order Dim Sum and delicious entrees from veteran chefs from Chinatown with over 20 years experience. Our family…,True,(646) 609-3966,47 W 55th St,"New York, NY 10019",$$
Casa Nomad,"['Restaurants', 'American Restaurants']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/casa-nomad-553367118#open-menu,,,"From Business: We are a small healthy cafe serving delicious breakfast, lunch and good strong coffee with house made pastries. We look forward to seeing you.We are a small…",False,(646) 870-0404,1204 Broadway,"New York, NY 10001",$
Her Name Is Han,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""307""}","{'rating': None, 'count': None}",http://www.hernameishan.com,,http://www.yellowpages.com/new-york-ny/mip/her-name-is-han-516996816#open-menu,,"['Serves alcohol', 'Takes reservations']",From Business: This Place is Temporarily Closed.This Place is Temporarily Closed.,False,(212) 779-9990,17 E 31st St,"New York, NY 10016",$$
Mykonos Bleu restaurant and rooftop,"['Restaurants', 'Mediterranean Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""122""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/mykonos-bleu-restaurant-and-rooftop-452276070#open-menu,,,"From Business: Mykonos Blue Rooftop is a cutting-edge, multidimensional space that is the crown jewel of the New York City scene. This venue is composed of numerous upscale…",True,(646) 484-4339,127 W 28th St,"New York, NY 10001",$$$
Wolfgang's Steakhouse,"['Restaurants', 'Steak Houses', 'American Restaurants']","{""rating"":""4.0"",""count"":""1206""}","{'rating': None, 'count': None}",http://www.wolfgangssteakhouse.net,,http://www.yellowpages.com/new-york-ny/mip/wolfgangs-steakhouse-2580296#open-menu,39 Years,"['Good for groups', 'Serves alcohol', 'Takes reservations']","From Business: Wolfgang's Steakhouse is a restaurant chain that offers a range of lunch and dining options. It serves an assortment of appetizers, salads, entrees, side dishes,…",False,(212) 889-3369,4 Park Ave,"New York, NY 10016",$$$$
Basso56,"['Restaurants', 'Italian Restaurants', 'Bars']",,"{'rating': None, 'count': None}",http://www.barbassonyc.com,,http://www.yellowpages.com/new-york-ny/mip/basso56-506503434#open-menu,16 Years,"['Serves alcohol', 'Takes reservations']",From Business: Fine dining italian restaurant offering typical italian receipt dishes mainly from ABRUZZO and roman area in a contemporary and clean CUT seating located in…,False,(212) 265-2610,234 W 56th St,"New York, NY 10019",
Crispin's,"['Restaurants', 'Italian Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",http://www.crispinsnyc.com,,http://www.yellowpages.com/new-york-ny/mip/crispins-480252675#open-menu,10 Years,"['Good for groups', 'Takes reservations']",From Business: Crispin's is a neighborhood restaurant that lends a touch of metropolitan sophistication to the heart of Hell's Kitchen. Our menu offers international fare…,False,(212) 586-0888,764 10th Ave,"New York, NY 10019",$$
Fuji Sushi,"['Restaurants', 'Sushi Bars', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""111""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/fuji-sushi-460486520#open-menu,39 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","From Business: 1954 Fuji Sushi is the First Japanese Restaurant in NY City, one of the firsts in the United States. Designed with attention to details normally reserved for…",True,(212) 586-9888,238 W 56th St,"New York, NY 10019",$$
Blue Dog Cafe,"['Restaurants', 'American Restaurants', 'Coffee Shops']","{""rating"":""4.5"",""count"":""109""}","{'rating': None, 'count': None}",http://www.bluedognyc.com/locations,,http://www.yellowpages.com/new-york-ny/mip/blue-dog-cafe-475174303#open-menu,14 Years,"['Wheelchair accessible', 'Serves alcohol']","From Business: Blue Dog offers a handcrafted menu of authentic, delicious, and eclectic gourmet food comprised of local and organic ingredients! Made with love. We stand for a…",True,(212) 459-0700,155 W 56th St,"New York, NY 10019",$$
El Rio Grande,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']","{""rating"":""4.0"",""count"":""205""}","{'rating': None, 'count': None}",https://elriograndenyc.com,,http://www.yellowpages.com/new-york-ny/mip/el-rio-grande-473351635#open-menu,39 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","From Business: Lively Tex-Mex eatery. Margaritas & Tex-Mex fare fuel an often bustling scene at this joint with seasonal outdoor seating. You can view all of our latest menus,…",True,(212) 867-0922,"160 E 38th St Frnt A · New York, NY 10016","New York, NY 10003",$$
Allora Ristorante,"['Restaurants', 'Italian Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""158""}","{'rating': None, 'count': None}",http://alloranyc.com,,http://www.yellowpages.com/new-york-ny/mip/allora-ristorante-532578314#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: Fine Dining Northern Italian Restaurant. Allora is a Classic Italian restaurant in the Heart of MidTown manhattan. Dishes like Caesar salad and Bronzino are…,False,(212) 754-9800,145 E 47th St,"New York, NY 10017",$$$
Restaurant at Rose Hill,"['Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""15""}","{'rating': None, 'count': None}",http://www.rosehillrestaurant.com,,http://www.yellowpages.com/new-york-ny/mip/restaurant-at-rose-hill-10823992#open-menu,,,"From Business: Restaurant at Rose Hill is an upscale casual American restaurant featuring a spin on small plates. Chef Keith Geter's menu emphasizes the importance of creative,…",False,(212) 448-1302,34 E 32nd St,"New York, NY 10016",$$
Fresh&Co,"['Restaurants', 'Mexican Restaurants', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",https://www.freshandco.com,,http://www.yellowpages.com/new-york-ny/mip/fresh-co-568387712#open-menu,,,"From Business: our mission is to create fresh, creative and healthy meals that excite the mind, heart and palate. our menu, farm, local partners and community roots are what…",False,(212) 873-7374,1381 6th Ave,"New York, NY 10019",
The Cutting Room,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""106""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-ny/mip/the-cutting-room-472093790#open-menu,27 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","From Business: NYC's Legendary Rock Club & Event Space - THE CUTTING ROOM opened in 1999 on 24th St – and reopened on 32nd St in 2012. TCR features live music, comedy, cabaret…",False,(212) 691-1900,44 E 32nd St,"New York, NY 10016",$$
Bierhaus NYC,"['Restaurants', 'German Restaurants', 'Bar & Grills']","{""rating"":""3.5"",""count"":""294""}","{'rating': None, 'count': None}",http://www.bierhausnyc.com,,http://www.yellowpages.com/new-york-ny/mip/bierhaus-nyc-466726381#open-menu,12 Years,"['Has Wifi', 'Serves alcohol']","From Business: Bierhaus NYC, a Bavarian-style restaurant and bar is conveniently located 1 1/2 blocks from Grand Central Terminal. Open for lunch and dinner, Bierhaus NYC is…",True,(212) 867-2337,712 3rd Ave,"New York, NY 10017",$$$
Roy Bean,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""168""}","{'rating': None, 'count': None}",http://www.judgeroybeannyc.com,,,29 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","From Business: For almost 20 years, Judge Roy Bean has been dubbed Midtown Manhattan's ""neighborhood bar"" where everyone knows your name - literally. Whether you are a first…",False,(212) 262-8300,38 W 56th St,"New York, NY 10019",$$
Bricco Restaurant,"['Restaurants', 'Italian Restaurants', 'Pizza']","{""rating"":""4.0"",""count"":""201""}","{'rating': None, 'count': None}",http://www.bricconyc.com,,,51 Years,"['Serves alcohol', 'Takes reservations']","From Business: Described as NYC most romantic restaurant, Bricco offers you a cozy and quixotic atmosphere where traditional Italian cuisine is expertly prepared for your…",False,(212) 245-7160,304 W 56th St,"New York, NY 10019",$$
Zibetto Espresso Bar,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']","{""rating"":""4.5"",""count"":""198""}","{'rating': None, 'count': None}",http://www.zibettoespresso.com,,http://www.yellowpages.com/new-york-ny/mip/zibetto-espresso-bar-473178111#open-menu,14 Years,['Wheelchair accessible'],"From Business: è un bar semplice e piccolo ma fa il miglior espresso trovato a NY, con paste che non sanno di plasticaè un bar semplice e piccolo ma fa il miglior espresso…",False,(646) 707-0505,1385 6th Ave,"New York, NY 10019",$$
Milk Bar,"['Restaurants', 'American Restaurants', 'Bakeries']","{""rating"":""3.5"",""count"":""33""}","{'rating': None, 'count': None}",https://www.milkbarstore.com,,,,,"From Business: Milk Bar is a sweet (and occasionally savory) shop that's been quietly shaking up the dessert scene since 2008. Bon Appetit magazine called us ""one of the most…",False,(347) 974-4975,1196 Broadway,"New York, NY 10001",
Dig,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",https://www.diginn.com,,http://www.yellowpages.com/new-york-ny/mip/dig-556655630#open-menu,,,"From Business: At Dig, you’ll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",False,(646) 905-5899,630 3rd Ave,"New York, NY 10017",$$
Sinigual,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']","{""rating"":""4.0"",""count"":""432""}","{'rating': None, 'count': None}",https://www.sinigualrestaurants.com,,http://www.yellowpages.com/manhattan-ny/mip/sinigual-468298452#open-menu,,,From Business: We celebrate the vibrant flavors of Mexican cuisine by honoring and using traditional cooking techniques with farm fresh ingredients to create dishes that are…,False,(212) 286-0250,640 3rd Avenue,"Manhattan, NY 10017",$$$
Red Peony,"['Restaurants', 'Asian Restaurants']",,"{'rating': None, 'count': None}",https://www.redpeonyrestaurant.com,,http://www.yellowpages.com/new-york-ny/mip/red-peony-551110276#open-menu,,,"From Business: Red Peony is an Asian Fusion Restaurant located in New York, NY. Our specialties include Shanghainese, Cantonese, Dim Sum, and Sichuan cuisine. With a…",True,(212) 380-8883,24 W 56th St,"New York, NY 10019",$$$
Bento Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""2.5"",""count"":""5""}","{'rating': None, 'count': None}",https://www.bentosushi.com/us,,,,,From Business: We are unique in that we offer 3 different food concepts in 1 location. Our heart lies with our hand crafted sushi made daily however our made to order kitchen…,False,(646) 861-1991,685 3rd Ave,"New York, NY 10017",$
The Whitby Bar & Restaurant,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""91""}","{'rating': None, 'count': None}",http://www.firmdalehotels.com/hotels/new-york/the-whitby-hotel/the-whitby-bar,,http://www.yellowpages.com/new-york-ny/mip/the-whitby-bar-restaurant-534367417#open-menu,,,"From Business: The Whitby Bar, inside The Whitby Hotel in the heart of Upper Midtown Manhattan, offers all day dining from a frequently changing menu. Revolving around seasonal…",False,(646) 928-4207,18 W 56th St,"New York, NY 10019",$$$$
Schnippers,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']","{""rating"":""4.0"",""count"":""305""}","{'rating': None, 'count': None}",http://www.schnippers.com/570-lexington,,http://www.yellowpages.com/new-york-ny/mip/schnippers-482440345#open-menu,,['Serves alcohol'],From Business: Welcome to Schnippers. Here’s what you need to know about us: We serve good old-fashioned American food for New Yorkers and travelers alike. We don’t do fusion…,True,(212) 826-8100,570 Lexington Ave,"New York, NY 10022",$$
Playa Bowls,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",https://www.playabowls.com/location/lexington-urbanspace,,http://www.yellowpages.com/new-york-ny/mip/playa-bowls-556893326#open-menu,,,"From Business: Playa Bowls is your slice of summer, anytime. Using the freshest, highest quality ingredients, we serve healthy, delicious acai, pitaya, coconut bowls and…",True,(917) 421-9349,570 Lexington Ave,"New York, NY 10022",$$
Consulate General of Argentina,"['Restaurants', 'American Restaurants', 'French Restaurants']","{""rating"":""5.0"",""count"":""49""}","{'rating': None, 'count': None}",http://cnyor.mrecic.gov.ar,,,,,From Business: French modern American restaurant that would take your tastebuds on a journey through our specialty cocktails and food!French modern American restaurant that…,False,(212) 603-0400,12 W 56th St,"New York, NY 10019",
Hendriks,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""194""}","{'rating': None, 'count': None}",http://www.hendriksnyc.com,,http://www.yellowpages.com/new-york-ny/mip/hendriks-481152864#open-menu,,"['Serves alcohol', 'Takes reservations']","From Business: Conveniently open for dining services seven days a week, Hendriks is proudly dedicated to serving our guests with the finest fare, coupled with the highest…",False,(212) 686-8080,557 3rd Ave,"New York, NY 10016",$$
Mazu Szechuan,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""5.0"",""count"":""5""}","{'rating': None, 'count': None}",http://www.mazuasian.com,,http://www.yellowpages.com/new-york-ny/mip/mazu-szechuan-563393673#open-menu,,,"From Business: An elevated expression of Sichuan cuisine, complemented with a full wine list and signature cocktails.An elevated expression of Sichuan cuisine, complemented…",True,(646) 609-3388,495 3rd Ave,"New York, NY 10016",$$
Dynasty Dim Sum,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""10""}","{'rating': None, 'count': None}",http://www.dynastydimsum.com,,,,,From Business: Using time-honored techniques passed down through generations our team has designed a menu crafted from the freshest ingredients found in the outer regions of…,True,(917) 265-8775,381 3rd Ave,"New York, NY 10016",
Flame Hibachi Downtown,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""25""}","{'rating': None, 'count': None}",http://www.flamehibachi.com,,,,,"From Business: Flame was born with the idea of merging entertainment and the casual dining experience. Perfect for families, corporate events or friends. Find your fun at…",False,(917) 265-8772,381 3rd Ave,"New York, NY 10016",
Coletta,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.colettanyc.com,,,,,"From Business: New from City Roots Hospitality and Chef Guy Vaknin, Coletta is an intimate vegan dining experience bringing a fresh culinary perspective to Italian cuisine.New…",True,(646) 861-2889,365 3rd Ave,"New York, NY 10016",
The National,"['Restaurants', 'American Restaurants', 'French Restaurants']","{""rating"":""4.0"",""count"":""1067""}","{'rating': None, 'count': None}",http://www.thenationalnyc.com,,http://www.yellowpages.com/new-york-ny/mip/the-national-465642811#open-menu,96 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Named one of the ""Top 50 favorite New York restaurants"" by The New York Times, Zakarian's all-occasion grand café, located in Midtown East, offers a menu of…",False,(212) 715-2400,557 Lexington Ave,"New York, NY 10022",$$$
Kumi Restaurant and Bar,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""5""}","{'rating': None, 'count': None}",https://www.kumirestaurant.com,,http://www.yellowpages.com/new-york-ny/mip/kumi-restaurant-and-bar-564769901#open-menu,,,"From Business: Kumi serves modern Japanese cuisine with a Korean American twist. The restaurant, which comes directly from Mandalay Bay in Las Vegas, now has a new permanent…",False,(212) 671-0439,120 W 57th St,"New York, NY 10019",
Hortus NYC,"['Restaurants', 'Chinese Restaurants', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""17""}","{'rating': None, 'count': None}",http://www.hortusnyc.com,,,,,From Business: Hortus is not just about great recipes and excellent ambiance. It starts from the ground up - we pride ourselves in providing a menu that delights the palate…,False,(646) 858-3784,271 5th Ave,"New York, NY 10016",
Luke's Lobster,"['Restaurants', 'Seafood Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""146""}","{'rating': None, 'count': None}",http://www.lukeslobster.com/location/midtown-east,,http://www.yellowpages.com/new-york-ny/mip/lukes-lobster-504746499#open-menu,,"['Offers outdoor seating', 'Serves alcohol']","From Business: Luke's Lobster is a Maine-style lobster shack featuring traceable, sustainable seafood. We are best known for our lobster rolls, friendly team and cozy shack…",True,(646) 657-0066,207 E 43rd St,"New York, NY 10017",$$
Wagamama,"['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']","{""rating"":""3.5"",""count"":""9""}","{'rating': None, 'count': None}",https://www.wagamama.us/restaurants/nyc-murray-hill,,http://www.yellowpages.com/new-york-ny/mip/wagamama-548781788#open-menu,,,From Business: a modern take on an asian experience from bowl to soul inspired by the best of asia from craft cocktails to signature ramens. our bowls are created with a modern…,True,(646) 813-3396,605 3rd Ave,"New York, NY 10158",$$
Fresh&Co,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'Sandwich Shops']","{""rating"":""4.0"",""count"":""1""}","{'rating': None, 'count': None}",https://www.freshandco.com,,http://www.yellowpages.com/new-york-ny/mip/fresh-co-529008384#open-menu,,,"From Business: our mission is to create fresh, creative and healthy meals that excite the mind, heart and palate. our menu, farm, local partners and community roots are what…",True,(212) 223-2670,569 Lexington Ave,"New York, NY 10022",$$
Felice 56,"['Restaurants', 'Italian Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""26""}","{'rating': None, 'count': None}",https://www.felicerestaurants.com/felice-56,,http://www.yellowpages.com/new-york-ny/mip/felice-56-533561985#open-menu,,,"From Business: Felice 56 is an authentic Italian restaurant and wine bar located in Midtown East. Our extensive menu boasts an array of classic Italian dishes including pasta,…",True,(646) 437-7272,15 W 56th St,"New York, NY 10019",$$$$
Harbor New York City,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']",,"{'rating': None, 'count': None}",http://www.harbornewyorkcity.com,,,,,"From Business: Rooftop Nightclub, 2 levels, second floor club within a club with patio and rooftop with the largest mechanical retractable roof in NYCRooftop Nightclub, 2…",False,(212) 944-0458,621 W 46th St,"New York, NY 10036",
Ben & Jack's Steakhouse,"['Restaurants', 'Steak Houses', 'Bars']","{""rating"":""4.5"",""count"":""94""}","{'rating': None, 'count': None}",http://www.benandjackssteakhouse.com,,,,,"From Business: Ben & Jack's steakhouse re-opens it's doors five years later with a twist on the old style steakhouse. After In search of the holy grail of steaks, there are…",False,(212) 532-7600,219 E 44th St,"New York, NY 10017",
Carnegie Diner & Cafe,"['Restaurants', 'American Restaurants', 'Coffee Shops']","{""rating"":""4.0"",""count"":""198""}","{'rating': None, 'count': None}",https://www.carnegiediner.com,,,4 Years,,"From Business: Carnegie Diner & Cafï¿½ is a new modern restaurant with an amazing classic flavors that serve all-day breakfast, brunch dinner and cocktails. They only use local…",False,(212) 664-1001,205 W 57th St,"New York, NY 10019",
Nobu Fifty Seven,"['Restaurants', 'Sushi Bars', 'Bars']","{""rating"":""4.5"",""count"":""1914""}","{'rating': None, 'count': None}",https://www.noburestaurants.com/fifty-seven,,http://www.yellowpages.com/new-york-ny/mip/nobu-fifty-seven-467216538#open-menu,18 Years,['Wheelchair accessible'],"From Business: As the first uptown New York location for legendary chef Nobu Matsuhisa, we opened with much anticipation in the summer of 2005.Nobu's co-owners are his longtime…",False,(212) 757-3000,40 W 57th St,"New York, NY 10019",$$$
Cantina Rooftop,"['Restaurants', 'Mexican Restaurants', 'Caterers']","{""rating"":""3.5"",""count"":""178""}","{'rating': None, 'count': None}",https://www.cantinarooftop.com,,http://www.yellowpages.com/new-york-ny/mip/cantina-rooftop-497634374#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: A 4 year-round rooftop oasis with panoramic views of New York City, offers a modern Mexican menu from Chef Saul Montiel and eclectic selection of specialty…",False,(212) 957-1700,605 W 48th St,"New York, NY 10036",$$
