Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Lucky Duck Restaurant,"['Restaurants', 'American Restaurants', 'Pizza']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 931-9660,672 S La Brea Ave,"Los Angeles, CA 90036",
Chinatown Express,"['Restaurants', 'Chinese Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",https://www.facebook.com/profile.php?id=100068420753963,,http://www.yellowpages.com/los-angeles-ca/mip/chinatown-express-4118794#open-menu,8 Years,,,True,(323) 778-0239,304 W Florence Ave,"Los Angeles, CA 90003",$
800 Degrees Neapolitan Pizzeria,"['Restaurants', 'Pizza', 'Italian Restaurants']",,"{'rating': None, 'count': None}",http://www.800degreespizza.com,,http://www.yellowpages.com/los-angeles-ca/mip/800-degrees-neapolitan-pizzeria-528695917#open-menu,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']",,True,(323) 329-9656,1539 Vine St,"Los Angeles, CA 90028",$
Blue C Sushi,"['Restaurants', 'Asian Restaurants', 'Sushi Bars']",,"{'rating': None, 'count': None}",http://bluecsushi.com,,http://www.yellowpages.com/los-angeles-ca/mip/blue-c-sushi-481094620#open-menu,,"['Wheelchair accessible', 'Serves alcohol']",,False,(323) 391-2241,6374 W Sunset Blvd,"Los Angeles, CA 90028",$
Totoyama Sushi & Ramen,"['Restaurants', 'Sushi Bars', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""22""}","{'rating': None, 'count': None}",https://www.totoyamasushi.com,,http://www.yellowpages.com/los-angeles-ca/mip/totoyama-sushi-ramen-545254134#open-menu,,,,True,(323) 791-7791,6201 Hollywood Blvd Ste 118,"Los Angeles, CA 90028",$$
Farmers Belly,"['Restaurants', 'American Restaurants', 'Health Food Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/farmers-belly-510961961#open-menu,,,,True,(323) 745-0395,1555 Vine St,"Los Angeles, CA 90028",
Commerson Restaurant,"['Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""31""}","{'rating': None, 'count': None}",http://commersonrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/commerson-restaurant-533408338#open-menu,7 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(323) 813-3000,788 S La Brea Ave,"Los Angeles, CA 90036",$$
Earlez Grille,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",https://www.earlesrestaurant.com/blog-3,,,,,,False,(323) 549-9884,3864 Crenshaw Blvd,"Los Angeles, CA 90008",
Tam's Garden Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']","{""rating"":""3.0"",""count"":""2""}","{'rating': None, 'count': None}",,,,,['Wheelchair accessible'],,False,(323) 936-2858,5269 W Olympic Blvd,"Los Angeles, CA 90036",
Tak's Coffee Shop,"['Restaurants', 'Coffee Shops', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""3.5"",""count"":""6""}","{'rating': None, 'count': None}",https://www.facebook.com/Taks-Coffee-Shop-195292463843774,,http://www.yellowpages.com/los-angeles-ca/mip/taks-coffee-shop-2278544#open-menu,31 Years,['Wheelchair accessible'],,False,(323) 295-0195,3870 Crenshaw Blvd,"Los Angeles, CA 90008",$
Poke Bar,"['Restaurants', 'Take Out Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",https://www.crazyforpokebar.com,,http://www.yellowpages.com/los-angeles-ca/mip/poke-bar-534137697#open-menu,,,,True,(323) 592-3797,5273 W Olympic Blvd,"Los Angeles, CA 90036",$
Sake House Miro,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""10""}","{'rating': None, 'count': None}",http://www.sakehousemiro.com,,http://www.yellowpages.com/los-angeles-ca/mip/sake-house-miro-2021888#open-menu,21 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(323) 939-7075,809 S La Brea Ave,"Los Angeles, CA 90036",$$
L&L Hawaiian Barbecue,"['Restaurants', 'Hawaiian Restaurants', 'Barbecue Restaurants']",,"{'rating': None, 'count': None}",,,,47 Years,['Serves alcohol'],,False,(323) 299-3883,1810 W Slauson Ave,"Los Angeles, CA 90047",$$
L & L Drive-Inn,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",,"{'rating': None, 'count': None}",http://hawaiianbarbecue.com,,,,,,False,(323) 299-3883,1810 W Slauson Ave,"Los Angeles, CA 90047",
Senor Fish Inc,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",http://senorfish.net,,,,,,False,(323) 257-7167,4803 Eagle Rock Blvd,"Los Angeles, CA 90041",
Isa Japanese Ramen,"['Restaurants', 'Japanese Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""7""}","{'rating': None, 'count': None}",http://www.isajapanese.com,,http://www.yellowpages.com/los-angeles-ca/mip/isa-japanese-ramen-504695362#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Takes reservations']",,True,(323) 879-9536,916 S La Brea Ave,"Los Angeles, CA 90036",$$
Feast Kitchen & Grill,"['Restaurants', 'American Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.feasthollywood.com,,http://www.yellowpages.com/los-angeles-ca/mip/feast-kitchen-grill-504696840#open-menu,,['Wheelchair accessible'],,True,(323) 463-4050,6282 Hollywood Blvd,"Los Angeles, CA 90028",$
Supremo,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""6""}","{'rating': None, 'count': None}",https://www.supremoristorante.com,,http://www.yellowpages.com/los-angeles-ca/mip/supremo-548632434#open-menu,,,,True,(323) 852-3192,901 S La Brea Ave,"Los Angeles, CA 90036",$$
Ariyoshi Sushi Cafe Izakaya,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""3.5"",""count"":""8""}","{'rating': None, 'count': None}",http://www.ariyoshila.com,,http://www.yellowpages.com/los-angeles-ca/mip/ariyoshi-sushi-cafe-izakaya-468214683#open-menu,12 Years,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']",,True,(323) 931-5358,5358 Wilshire Blvd,"Los Angeles, CA 90036",$$
Grandmaster Recorders Ltd,"['Restaurants', 'American Restaurants', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""5""}","{'rating': None, 'count': None}",http://auroraaudio.net,,,34 Years,,,False,(323) 462-6136,1518 N Cahuenga Blvd,"Los Angeles, CA 90028",
City Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 938-2155,180 S La Brea Ave,"Los Angeles, CA 90036",
Umeda,"['Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""6""}","{'rating': None, 'count': None}",http://umedarestaurant.com,,,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,False,(323) 965-8010,6623 Melrose Ave,"Los Angeles, CA 90038",$$$$
Dos Burritos,"['Restaurants', 'Mexican Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""11""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/dos-burritos-9326279#open-menu,35 Years,['Wheelchair accessible'],,True,(323) 460-4178,6328 Hollywood Blvd,"Los Angeles, CA 90028",$
Caffe Etc,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee Shops']","{""rating"":""4.0"",""count"":""21""}","{'rating': None, 'count': None}",http://caffeetc.com,,http://www.yellowpages.com/los-angeles-ca/mip/caffe-etc-5023569#open-menu,19 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']",,True,(323) 464-8824,6371 Selma Ave,"Los Angeles, CA 90028",$$
Lousinian Restaurant CNGLMRTN,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 468-8890,6325 Hollywood Blvd,"Los Angeles, CA 90028",
Alex Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 931-9851,6703 Melrose Ave,"Los Angeles, CA 90038",
Innovative Restaurant Solution,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 645-7792,6340 Hollywood Blvd,"Los Angeles, CA 90028",
La Mecha Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 277-9381,7831 S Alameda St,"Los Angeles, CA 90001",
Odys + Penelope,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",http://www.odysandpenelope.com,,http://www.yellowpages.com/los-angeles-ca/mip/odys-penelope-504765809#open-menu,8 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(323) 939-1033,127 S La Brea Ave,"Los Angeles, CA 90036",$$$
Ac's Kitchen,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 733-9000,4768 W Adams Blvd,"Los Angeles, CA 90016",
SUGARFISH by sushi nozawa,"['Restaurants', 'Seafood Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""59""}","{'rating': None, 'count': None}",http://www.sugarfishsushi.com,,http://www.yellowpages.com/los-angeles-ca/mip/sugarfish-by-sushi-nozawa-483753948#open-menu,,['Serves alcohol'],,False,(323) 488-3636,101 S La Brea Ave,"Los Angeles, CA 90036",$$$
Dulans Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 296-3034,4059 Crenshaw Blvd,"Los Angeles, CA 90008",
Thai Pepper Restaurant,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""76""}","{'rating': None, 'count': None}",,,,33 Years,"['Wheelchair accessible', 'Serves alcohol']",,False,(323) 467-2699,6219 Franklin Ave,"Los Angeles, CA 90028",$
Luchini Pizzeria & Bar,"['Restaurants', 'Pizza', 'Bars']","{""rating"":""4.0"",""count"":""17""}","{'rating': None, 'count': None}",http://luchinipizzeria.com,,http://www.yellowpages.com/los-angeles-ca/mip/luchini-pizzeria-bar-535643142#open-menu,6 Years,,,True,(323) 593-7771,1607 N Cahuenga Blvd,"Los Angeles, CA 90028",$$$
La Hawaiian BBQ,"['Restaurants', 'Barbecue Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(213) 380-9688,3552 West Blvd,"Los Angeles, CA 90016",
Tao Asian Bistro,"['Restaurants', 'Asian Restaurants', 'Bars']",,"{'rating': None, 'count': None}",https://taolosangeles.com/contact,,,,,,False,(323) 593-7888,6421 Selma Ave,"Los Angeles, CA 90028",
Cahuenga Restaurant Partners,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 960-3369,1634 N Cahuenga Blvd,"Los Angeles, CA 90028",
Mother Wolf,"['Restaurants', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""14""}","{'rating': None, 'count': None}",http://www.motherwolfla.com,,,,,,False,(323) 410-6060,1545 Wilcox Ave,"Los Angeles, CA 90028",
Nongla Labrea,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""5""}","{'rating': None, 'count': None}",http://www.nonglacafe.com,,http://www.yellowpages.com/los-angeles-ca/mip/nongla-labrea-505337658#open-menu,11 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']",,True,(323) 938-1188,145 N La Brea Ave. #‎B,"Los Angeles, CA 90036",$$
Highly Likely,"['Restaurants', 'American Restaurants', 'Mexican Restaurants']",,"{'rating': None, 'count': None}",https://www.itshighlylikely.com,,http://www.yellowpages.com/los-angeles-ca/mip/highly-likely-551055404#open-menu,,,,False,(310) 622-4550,4310 W Jefferson Blvd,"Los Angeles, CA 90016",$
California Wings Cafe,"['Restaurants', 'Chicken Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/california-wings-cafe-11524034#open-menu,16 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']",,False,(323) 465-2000,1649 N Cahuenga Blvd,"Los Angeles, CA 90028",$
New China Mongolian BBQ,"['Restaurants', 'Chinese Restaurants', 'Barbecue Restaurants']",,"{'rating': None, 'count': None}",https://www.newchinamongolianbbqla.com,,,,,,False,(323) 389-8168,4134 Crenshaw Blvd,"Los Angeles, CA 90008",
Bahn Oui,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.banhoui.com/?fbclid=IwAR2zPvBYmbOg6RT2qWqy904cdcE1ZHrXE2Yw6ZNIBBUVFADhG6n5ceFCqws,,http://www.yellowpages.com/los-angeles-ca/mip/bahn-oui-551750300#open-menu,,,,True,(323) 852-3944,6909 Melrose Ave,"Los Angeles, CA 90038",$$
Gwen,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""146""}","{'rating': None, 'count': None}",http://www.gwenla.com,,http://www.yellowpages.com/los-angeles-ca/mip/gwen-528102968#open-menu,,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']",,False,(323) 946-7500,6600 W Sunset Blvd,"Los Angeles, CA 90028",$$$
Soregashi,"['Restaurants', 'Japanese Restaurants']","{""rating"":""5.0"",""count"":""5""}","{'rating': None, 'count': None}",http://www.soregashi-la.com,,,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(323) 498-5060,6775 Santa Monica Blvd,"Los Angeles, CA 90038",$$$
Collins Seafood Market,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 732-6155,4873 W Adams Blvd,"Los Angeles, CA 90016",
City Fish Fry,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 746-5449,5101 W Pico Blvd,"Los Angeles, CA 90019",
Panda Chefs,"['Restaurants', 'Chinese Restaurants']",,"{'rating': None, 'count': None}",,,,7 Years,,,False,(323) 758-8938,944 W Florence Ave,"Los Angeles, CA 90044",
Wok Master,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""3.5"",""count"":""2""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/wok-master-14062557#open-menu,25 Years,,,False,(323) 934-2999,7170 Beverly Blvd,"Los Angeles, CA 90036",$
101 Asian Kitchen,"['Restaurants', 'Chinese Restaurants', 'Caterers']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.101asiankitchen.com,,http://www.yellowpages.com/los-angeles-ca/mip/101-asian-kitchen-527252561#open-menu,,"['Wheelchair accessible', 'Has Wifi', 'Takes reservations']",,True,(323) 934-2999,7170 Beverly Blvd,"Los Angeles, CA 90036",$$
Mechita's Grill Restaurant y Pupuseria,"['Restaurants', 'Latin American Restaurants', 'Family Style Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",https://menchitas-grill-restaurant-y-pupuseria.business.site,,,,,,False,(323) 934-3114,2116 S La Brea Ave,"Los Angeles, CA 90016",
Dragon Loco,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",,"{'rating': None, 'count': None}",https://www.dragonlocola.com/aboutus.aspx,,,16 Years,['Wheelchair accessible'],,True,(323) 565-4060,1011 W Florence Ave,"Los Angeles, CA 90044",$
Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 815-9271,4213 Crenshaw Blvd,"Los Angeles, CA 90008",
La Carmencita Oracular Kitchen,"['Restaurants', 'Mexican Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",http://www.lacarmencitala.com,,http://www.yellowpages.com/los-angeles-ca/mip/la-carmencita-oracular-kitchen-532221764#open-menu,7 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(323) 701-2063,1156 N Highland Ave,"Los Angeles, CA 90038",$$
Tsuri,"['Restaurants', 'Sushi Bars', 'Caterers']","{""rating"":""4.0"",""count"":""9""}","{'rating': None, 'count': None}",http://www.tsurila.com,,http://www.yellowpages.com/los-angeles-ca/mip/tsuri-507665992#open-menu,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(323) 935-1517,7015 Melrose Ave,"Los Angeles, CA 90038",$$
Salt's Cure,"['Restaurants', 'American Restaurants', 'Caterers']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",http://www.saltscure.com,,http://www.yellowpages.com/los-angeles-ca/mip/salts-cure-517555717#open-menu,13 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(323) 465-7258,1155 N Highland Ave,"Los Angeles, CA 90038",$$
Vegan House Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",http://www.myveganhouse.com,,http://www.yellowpages.com/los-angeles-ca/mip/vegan-house-restaurant-503037873#open-menu,21 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']",,True,(323) 962-6195,1717 Wilcox Ave,"Los Angeles, CA 90028",$
Cube Marketplace & Cafe,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/cube-marketplace-cafe-2225563#open-menu,32 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']",,False,(323) 939-1148,615 N La Brea Ave,"Los Angeles, CA 90036",$$
Anar Indian Restaurant,"['Restaurants', 'Indian Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""22""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/anar-indian-restaurant-475754879#open-menu,10 Years,"['Wheelchair accessible', 'Has Wifi', 'Takes reservations']",,True,(323) 466-0422,1807 N Cahuenga Blvd,"Los Angeles, CA 90028",$$
Sushi Q,"['Restaurants', 'Sushi Bars', 'Caterers']","{""rating"":""4.0"",""count"":""7""}","{'rating': None, 'count': None}",http://ordersushiq.com,,http://www.yellowpages.com/los-angeles-ca/mip/sushi-q-3203877#open-menu,,['Wheelchair accessible'],,True,(323) 856-0100,6660 W Sunset Blvd,"Los Angeles, CA 90028",$
Luv2Eat Thai Bistro,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""115""}","{'rating': None, 'count': None}",http://www.luv2eatthai.com,,http://www.yellowpages.com/los-angeles-ca/mip/luv2eat-thai-bistro-503080765#open-menu,,"['Offers outdoor seating', 'Takes reservations']",,True,(323) 498-5835,6660 W Sunset Blvd,"Los Angeles, CA 90028",$$
Madinah Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(310) 342-0008,1100 W Florence Ave,"Los Angeles, CA 90044",
Starfish Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""12""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/starfish-sushi-452240755#open-menu,15 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(323) 933-5600,5600 Wilshire Blvd Ste C,"Los Angeles, CA 90036",$$
Bibigo Fresh Korean Kitchen,"['Restaurants', 'Korean Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/bibigo-fresh-korean-kitchen-536607326#open-menu,,,,False,(323) 597-1320,100 Citadel Dr,"Los Angeles, CA 90040",$
Pasta Mama Inc,"['Restaurants', 'Italian Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 692-0800,616 N Detroit St,"Los Angeles, CA 90036",
Mexsal Restaurant,"['Restaurants', 'Italian Restaurants']",,"{'rating': None, 'count': None}",,,,,,,True,(213) 218-5662,7825 S Broadway,"Los Angeles, CA 90003",
Lucifers Pizza,"['Restaurants', 'Pizza', 'American Restaurants']","{""rating"":""3.5"",""count"":""3""}","{'rating': None, 'count': None}",http://www.luciferspizza.com,,,,"['Offers outdoor seating', 'Wheelchair accessible']",,False,(323) 906-8603,7123 Melrose Ave,"Los Angeles, CA 90046",$$
Kress,"['Restaurants', 'Family Style Restaurants', 'Night Clubs']",,"{'rating': None, 'count': None}",http://www.thekress.net,,,,,,False,(323) 785-5000,6608 Hollywood Blvd,"Los Angeles, CA 90028",
Venice Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 465-3399,6601 Hollywood Blvd,"Los Angeles, CA 90028",
Mounai Cafe,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/mounai-cafe-460160675#open-menu,13 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']",,True,(323) 461-3088,6603 Hollywood Blvd,"Los Angeles, CA 90028",$
Murakami,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""8""}","{'rating': None, 'count': None}",http://www.murakamimelrose.com,,,,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']",,False,(323) 692-1450,7160 Melrose Ave,"Los Angeles, CA 90046",$$
Farmer's Market,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",https://farmersmarketla.com,,,,,,False,(323) 938-0278,3 W D & Fairfax Ave,"Los Angeles, CA 90036",
The Dudes' Brewing Company,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",http://www.thedudesbrew.com,,,,,,False,(323) 321-6056,6615 Hollywood Blvd,"Los Angeles, CA 90028",
The Kickin' Crab,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",https://thekickincrab.com/los-angeles-ca,,,,,,False,(323) 294-8888,3755 Santa Rosalia Dr,"Los Angeles, CA 90008",
L'assiette Steak Frites,"['Restaurants', 'Steak Houses', 'French Restaurants']",,"{'rating': None, 'count': None}",http://www.lassiettesteakfrites.com,,http://www.yellowpages.com/los-angeles-ca/mip/lassiette-steak-frites-495831979#open-menu,9 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(323) 274-2319,7166 Melrose Ave,"Los Angeles, CA 90046",$$$$
Hoplite,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,"{'rating': None, 'count': None}",http://www.hoplitefilms.com,,,9 Years,,,False,(323) 498-5801,6725 W Sunset Blvd,"Los Angeles, CA 90028",
Goldberg Paul,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 931-8994,7174 Melrose Ave,"Los Angeles, CA 90046",
Vip Fish Market,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 292-3627,3845 Santa Rosalia Dr,"Los Angeles, CA 90008",
Dulans Restaurant,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""38""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/dulans-restaurant-503037754#open-menu,24 Years,,,False,(323) 296-3034,4859 Crenshaw Blvd,"Los Angeles, CA 90043",$$
Yordanos Ethiopian Restaurant,"['Restaurants', 'African Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",https://www.timeout.com/los-angeles/restaurants/yordanos-ethiopian-restaurant,,,,,,False,(323) 815-9262,4020 W Martin Luther King Jr Blvd,"Los Angeles, CA 90008",
Memo's Place,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,"{'rating': None, 'count': None}",,,,34 Years,,,False,(323) 724-3034,5953 Whittier Blvd,"Los Angeles, CA 90022",$
Fiesta Wok,"['Restaurants', 'Chinese Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 257-8348,2256 Colorado Blvd,"Los Angeles, CA 90041",
Hong Kong Bowl,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",,"{'rating': None, 'count': None}",,,,16 Years,['Wheelchair accessible'],,False,(323) 778-3888,1355 W Florence Ave,"Los Angeles, CA 90044",$
Boardwalk,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,"{'rating': None, 'count': None}",http://www.boardwalk11.com,,,,,,False,(323) 466-9255,6681 Hollywood Blvd,"Los Angeles, CA 90028",
The Thai Thing,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""13""}","{'rating': None, 'count': None}",https://www.thethaithingeatery.com/contact-us,,,,,,False,(323) 954-8424,6015 W 3rd St,"Los Angeles, CA 90036",
Stefano Family Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 466-4552,6705 Hollywood Blvd,"Los Angeles, CA 90028",
Lucky,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 696-9400,7616 S Vermont Ave,"Los Angeles, CA 90044",
Mariscos Los Sitios,"['Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 608-4091,6010 E Olympic Blvd,"Los Angeles, CA 90022",
ORA Hollywood,"['Restaurants', 'Asian Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 273-6973,1710 N Las Palmas Ave,"Los Angeles, CA 90028",
Blue Palm Lounge,"['Restaurants', 'American Restaurants', 'Bars']",,"{'rating': None, 'count': None}",http://www.bluepalmsbrewhouse.com,,,,"['Good for groups', 'Serves alcohol']",,False,(323) 464-0808,6715 Hollywood Blvd,"Los Angeles, CA 90028",
Laca Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 634-1530,7250 Melrose Ave,"Los Angeles, CA 90046",
Beetle House LA,"['Restaurants', 'Barbecue Restaurants', 'Bars']",,"{'rating': None, 'count': None}",http://www.beetlehousela.com,,,,,,False,(929) 291-0337,1714 N Las Palmas Ave,"Los Angeles, CA 90028",
The Pig N' Whistle,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",,"{'rating': None, 'count': None}",http://www.pignwhistlehollywood.com,,http://www.yellowpages.com/los-angeles-ca/mip/the-pig-n-whistle-9283958#open-menu,14 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(323) 463-0000,6714 Hollywood Blvd,"Los Angeles, CA 90028",$$
Barbara Jean La,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,"{'rating': None, 'count': None}",http://barbarajeanla.com,,http://www.yellowpages.com/los-angeles-ca/mip/barbara-jean-la-534639050#open-menu,,,,False,(323) 718-5142,7274 Melrose Ave,"Los Angeles, CA 90046",$$$
Sizzler,"['Restaurants', 'Steak Houses', 'American Restaurants']",,"{'rating': None, 'count': None}",,,,,['Serves alcohol'],,False,(323) 256-0255,2516 Colorado Blvd,"Los Angeles, CA 90041",
Eagle Rock Thai Spa,"['Restaurants', 'Asian Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.eaglerock.kitchen,,http://www.yellowpages.com/los-angeles-ca/mip/eagle-rock-thai-spa-5794493#open-menu,22 Years,"['Wheelchair accessible', 'Has Wifi']",,True,(323) 982-1320,2501 Colorado Blvd,"Los Angeles, CA 90041",$
