Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
1413,Champion Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,8.0,,,(212) 898-9898,2 W 14th St,"New York, NY 10011",10011,Low,,http://www.chownowmarketplace.com,https://www.yellowpages.com/new-york-ny/mip/champion-pizza-472504553#open-menu,"From Business: Pizza Paradise is currently located at 12 W 18th St, New York, NY 10011. Order your favorite pizza, pasta, salad, and more, all with the click of a button. Pizza…",0
1414,Hu Kitchen,"['Restaurants', 'American Restaurants', 'Coffee Shops']",4.5,200.0,,,(212) 510-8919,78 5th Ave,"New York, NY 10011",10011,Average,,http://www.hukitchen.com,https://www.yellowpages.com/new-york-ny/mip/hu-kitchen-480086193#open-menu,"From Business: The goal isn’t to just get by. The goal is to live actively, age gracefully, and flourish. We are inspired by quality food’s ability to heal versus poor quality…",0
1415,Bonchon New York - 1st Ave,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']",,,,,(212) 405-4435,367 1st Ave,"New York, NY 10010",10010,,,https://locations.bonchon.com/ll/US/NY/New-York/367-1st,,"From Business: Bonchon"" means ""my hometown"" in Korean. True to its original roots, Bonchon is a family-friendly establishment, offering an affordable casual dining experience…",0
1416,Fig & Olive,"['Restaurants', 'Tapas', 'Bars']",4.0,1238.0,,,(212) 924-1200,420 W 13th St,"New York, NY 10014",10014,Average,17.0,http://www.figandolive.com/locations-reservation/meatpacking,https://www.yellowpages.com/new-york-ny/mip/fig-olive-466830060#open-menu,"From Business: Spacious, light-filled and located in the heart of the trendy Meatpacking District near the High Line and the Whitney Museum, FIG & OLIVE on 13th Street is ideal…",0
1417,Mino Brasserie,"['Restaurants', 'French Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",4.0,9.0,,,(845) 524-9006,225 W 12th St,"New York, NY 10011",10011,High,1.0,https://minobrasserie.com,https://www.yellowpages.com/new-york-ny/mip/mino-brasserie-567667470#open-menu,"From Business: Established in 2022, Mino Brasserie is your new destination in the vibrant community of the West Village. Located in a spacious corner between Greenwich Avenue &…",1
1418,Bao Works,"['Restaurants', 'Asian Restaurants']",,,,,(929) 346-4527,74 5th Ave,"New York, NY 10011",10011,Average,,https://www.grubhub.com/restaurant/bao-works-74-5th-ave-new-york/2033733,https://www.yellowpages.com/new-york-ny/mip/bao-works-556047958#open-menu,From Business: Bao Works offers an eclectic mix of Asian fusion favorites reimagined for everyday delivery. Our Pork Belly and Bulgogi Beef Bowls are prepared to the highest…,1
1419,Don Angie,"['Restaurants', 'Italian Restaurants', 'American Restaurants']",4.5,83.0,,,(212) 889-8884,103 Greenwich Ave,"New York, NY 10014",10014,Very High,6.0,http://donangie.com,https://www.yellowpages.com/new-york-ny/mip/don-angie-541329572#open-menu,From Business: Updated Italian-American classics with wine & cocktails in a marble-accented space.,0
1420,Parm Upper West Side,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,175.0,,,(212) 776-4921,235 Columbus Ave,"New York, NY 10023",10023,Average,,https://www.parmitalian.com/?utm_medium=Click&utm_source=GoogleMyBusiness,https://www.yellowpages.com/new-york-ny/mip/parm-upper-west-side-504952227#open-menu,"From Business: From the owners of the world-famous Carbone comes Parm, a fun, familial restaurant serving iconic takes on Italian-American soul food.",1
1421,Follia,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",4.0,100.0,,,(212) 477-4100,179 3rd Ave,"New York, NY 10003",10003,Average,,http://www.follianyc.com,https://www.yellowpages.com/new-york-ny/mip/follia-462461656#open-menu,From Business: Italian Osteria & Enoteca - casual neighborhood restaurant with sidewalk café dining featuring a Wood burning oven and wine bar.Italian Osteria & Enoteca -…,1
1422,RH Rooftop Restaurant New York,"['Restaurants', 'American Restaurants']",4.0,148.0,,,(212) 217-2210,9 9th Ave,"New York, NY 10014",10014,,43.0,https://www.opentable.com/r/rh-rooftop-restaurant-new-york-reservations-new-york?restref=1050247&lang=en-US&ot_source=Restaurant%20website,,"From Business: The RH Rooftop Restaurant resides on the fifth floor of RH New York, a 90,000-square-foot design gallery in the heart of the historic Meatpacking District that…",0
1423,The Standard Grill,"['Restaurants', 'German Restaurants', 'Bars']",4.0,1982.0,,,(212) 645-4100,848 Washington St,"New York, NY 10014",10014,High,19.0,http://www.standardhotels.com/new-york-city,https://www.yellowpages.com/new-york-ny/mip/the-standard-grill-469150640#open-menu,"From Business: A neighborhood staple, The Standard Grill is classic New York meets new American cuisine. The front cafe, bar and street-side bistro is clean and bright with…",1
1424,Reyna New York,"['Restaurants', 'Mediterranean Restaurants', 'Bars']",5.0,1.0,,,(917) 259-1300,11 E 13th St,"New York, NY 10003",10003,High,,https://www.reynanewyork.com/?y_source=1_OTMwODk4NzYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/new-york-ny/mip/reyna-new-york-571061050#open-menu,From Business: Welcome to the alluring world of REYNA: a Mediterranean tapas restaurant and cocktail bar nestled in the heart of Union Square in New York City. The moment you…,0
1425,Buddha Bar,"['Restaurants', 'Japanese Restaurants', 'Chinese Restaurants']",,,,,(212) 647-7314,25 Little West 12th St,"New York, NY 10014",10014,,,,,"From Business: Buddha Bar NYC is a restaurant that offers various cuisines. The restaurant provides various types of starters that include tuna tarter, chicken and green salad,…",0
1426,AnnTremet Cake,"['Restaurants', 'Asian Restaurants']",,,,,(646) 371-9970,47 8th Ave,"New York, NY 10014",10014,,,https://www.anntremet.com/contact,,"From Business: AnnTremet Cake is a bakery aside at the north end of West Village, close to Chelsea Market. We specialize in mirror glaze mousse cakes, but we also have a nice…",0
1427,Felice 71- Columbus,"['Restaurants', 'Italian Restaurants', 'Bars']",3.5,13.0,,,(212) 931-1150,240 Columbus Ave,"New York, NY 10023",10023,Average,,https://www.felicerestaurants.com/felice-columbus,https://www.yellowpages.com/new-york-ny/mip/felice-71-columbus-563557541#open-menu,From Business: Felice 71- Columbus is an authentic Italian restaurant and wine bar located in The Upper West Side. Our extensive menu boasts an array of classic Italian dishes…,0
1428,Osteria Nonnino,"['Restaurants', 'Italian Restaurants']",5.0,9.0,,,(212) 625-3333,637 Hudson St,"New York, NY 10014",10014,,,http://www.langolotribeca.com,,From Business: Italian RestaurantItalian Restaurant,0
1429,The Ribbon,"['Restaurants', 'American Restaurants', 'Caterers']",4.0,273.0,,,(212) 787-5656,20 W 72nd St,"New York, NY 10023",10023,High,,http://www.theribbonnyc.com,https://www.yellowpages.com/new-york-ny/mip/the-ribbon-507779005#open-menu,From Business: The Ribbon has an old-world feel while remaining contemporary & inviting. The bar is whisky driven offering modern cocktails & an approachable wine list.The…,0
1430,Lincoln Square Steak,"['Restaurants', 'Steak Houses']",,,,,(212) 875-8600,208 W 70th St,"New York, NY 10023",10023,Very High,57.0,http://www.lss.org,https://www.yellowpages.com/new-york-ny/mip/lincoln-square-steak-284985#open-menu,From Business: Steakhouse.,1
1431,Stk Rooftop,"['Restaurants', 'Steak Houses', 'Take Out Restaurants']",4.0,949.0,,,(646) 624-2441,26 Little West 12th St,"New York, NY 10014",10014,Very High,,http://www.togrp.com,https://www.yellowpages.com/new-york-ny/mip/stk-rooftop-562657345#open-menu,"From Business: STK is a unique concept that artfully blends the modern steakhouse and a chic lounge into one, offering a dynamic, fine dining experience with the superior…",0
1432,TGI Fridays,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",,,,,(212) 630-0348,2 Penn Plz,"New York, NY 10121",10121,Average,58.0,http://tgifridays.com,,"From Business: Fridays in New York, NY is America's most iconic bar and grill. We embrace and celebrate our heritage as a bar. One that just happens to serve killer food in an…",0
1433,Donna Margherita,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,13.0,,,(212) 772-1169,1304A 2nd Ave,"New York, NY 10065",10065,Average,5.0,https://www.donnamargheritany.com,https://www.yellowpages.com/new-york-ny/mip/donna-margherita-536634069#open-menu,"From Business: Donna Margherita is a small Italian trattoria and wine bar where intimate twosomes, families and groups of friends can reconnect for lunch and/or Dinner,…",1
1434,"RH Guesthouse, The Dining Room","['Restaurants', 'American Restaurants']",4.0,4.0,,,(212) 931-1874,55 Gansevoort St,"New York, NY 10014",10014,,,https://www.opentable.com/r/the-dining-room-at-the-guesthouse-reservations-new-york?restref=1092874&lang=en-US&ot_source=Restaurant%20website,,"From Business: A grand yet intimately scaled space, The Dining Room at The Guesthouse offers a live-fire dining experience in a setting defined by floor-to-ceiling travertine,…",0
1435,Mighty Quinn's Barbeque,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",4.5,179.0,,,(646) 524-7889,75 Greenwich Ave,"New York, NY 10014",10014,,,https://www.mightyquinnsbbq.com/location/mighty-quinns-west-village,https://www.yellowpages.com/new-york-ny/mip/mighty-quinns-barbeque-502940309#open-menu,"From Business: We serve authentic slow smoked BBQ with all of your favorite cuts of meat from brisket and spare ribs to pulled pork, chicken wings and more. All served with…",1
1436,Camellia,"['Restaurants', 'Japanese Restaurants', 'Italian Restaurants']",3.5,2.0,,,(212) 228-2070,155 3rd Ave,"New York, NY 10003",10003,Low,,http://camelliany.com,https://www.yellowpages.com/new-york-ny/mip/camellia-549801146#open-menu,"From Business: Camellia is your local source for freshly crafted ramen, teas, and gelato, all made in-house daily without chemicals or preservatives. Every item on our menu is…",1
1437,E.A.K. Ramen (NY),"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,37.0,,,(646) 863-2027,469 Avenue Of The Americas,"New York, NY 10011",10011,Low,,http://www.eakramen.com,https://www.yellowpages.com/new-york-ny/mip/e-a-k-ramen-ny-537163902#open-menu,From Business: Japanese ramen shop specializing in Yokohama IEKEI (E-A-K) style ramen. Offers top quality ramen and appetizers with authentic flavors with a modern…,1
1438,Brunetti Pizza,"['Restaurants', 'Pizza', 'Bars']",4.5,132.0,,,(212) 255-5699,626 Hudson St,"New York, NY 10014",10014,Average,,http://www.brunettipizza.com,https://www.yellowpages.com/new-york-ny/mip/brunetti-pizza-482444880#open-menu,"From Business: Brunetti Pizza is as real as it gets: fresh ingredients, family recipes, a curated wine and beer menu and of course a whole lot of passion. Sure a hand-built…",1
1439,Dakota Bar,"['Restaurants', 'American Restaurants', 'Bars']",3.5,80.0,,,(212) 787-0700,53 W 72nd St,"New York, NY 10023",10023,High,,http://www.thedakotabar.nyc,,"From Business: THE DAKOTA BAR on the Upper West Side ""With a massive marble bar, swiveling chairs, chandeliers adorned with musical instruments and retro cocktails, the Dakota…",1
1440,Strip House Speakeasy,"['Restaurants', 'Steak Houses', 'American Restaurants']",4.0,8.0,,,(212) 838-9197,11 E 12th St,"New York, NY 10003",10003,,,http://www.striphouse.com/venues/next-door,,From Business: Strip House Speakeasy is located in the space next to the original Strip House in Manhattan's Greenwich Village. Set in glamorous backdrop of the Roaring…,0
1441,P.F. Chang's,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",1.0,1.0,,,(332) 334-9290,113 University Pl,"New York, NY 10003",10003,Low,1.0,https://www.pfchangs.com/locations/us/ny/new-york/113-university-place/9868-union-square.html?utm_source=YextMain&utm_medium=Directory,https://www.yellowpages.com/new-york-ny/mip/p-f-changs-569723959#open-menu,"From Business: We are an Asian & Chinese restaurant offering dine-in, takeout, to-go, delivery, and catering. Make a reservation online to dine in. Order Asian and Chinese food…",0
1442,Villanelle,"['Restaurants', 'American Restaurants']",4.5,33.0,,,(212) 989-2474,15 E 12th St,"New York, NY 10003",10003,,,https://www.villanellenyc.com,,"From Business: Villanelle brings the bounty of the countryside to the city at our Greenwich Village neighborhood restaurant near Union Square. Four young chefs, trained in…",1
1443,Come Prima,"['Restaurants', 'Italian Restaurants', 'Bars']",4.0,40.0,,,(212) 517-7700,903 Madison Ave,"New York, NY 10021",10021,Very High,11.0,http://www.comeprimanyc.com,https://www.yellowpages.com/new-york-ny/mip/come-prima-472138832#open-menu,From Business: A ristortante per eccellenza has opened at 903 Madison Avenue between 72nd and 73rd.,1
1444,Seven Hills Mediterranean Grill,"['Restaurants', 'Mediterranean Restaurants', 'Seafood Restaurants']",4.0,110.0,,,(212) 724-4700,158 W 72nd St,"New York, NY 10023",10023,Average,,https://www.sevenhillsny.com/pages/contact-us,https://www.yellowpages.com/new-york-ny/mip/seven-hills-mediterranean-grill-545828864#open-menu,"From Business: Whether for Happy Hour, Brunch or Dinner, at Seven Hills Mediterranean Grill you'll enjoy a wide variety of Mediterranean style Mezzes, Appetizers, Seafood &…",1
1445,5 Napkin Burger,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",4.0,127.0,,,(212) 249-0777,1325 2nd Ave,"New York, NY 10021",10021,Average,,http://www.5napkinburger.com,https://www.yellowpages.com/new-york-ny/mip/5-napkin-burger-505336244#open-menu,"From Business: 5 Napkin Burger is a premium, full-service burger restaurant with a full craft beer & cocktail bar.5 Napkin Burger is a premium, full-service burger restaurant…",1
1446,Umami Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,11.0,,,(646) 756-4278,50 Greenwich Ave,"New York, NY 10011",10011,Low,,http://www.umamisushinyc.com,https://www.yellowpages.com/new-york-ny/mip/umami-sushi-546592660#open-menu,From Business: Will bring you best sushi.Will bring you best sushi.,1
1447,Felice on Hudson,"['Restaurants', 'American Restaurants', 'Bars']",2.0,3.0,,,(212) 767-9210,615 Hudson St,"New York, NY 10014",10014,High,,https://www.felicerestaurants.com/felice-hudson,https://www.yellowpages.com/new-york-ny/mip/felice-on-hudson-566991457#open-menu,From Business: Felice on Hudson is an authentic Italian restaurant and wine bar located in The West Village. Our extensive menu boasts an array of classic Italian dishes…,0
1448,Library of Distilled Spirits,"['Restaurants', 'American Restaurants', 'Bars']",4.5,12.0,,,(212) 432-1324,80 E 13th St,"New York, NY 10003",10003,Average,,http://www.libraryofdistilledspirits.com,https://www.yellowpages.com/new-york-ny/mip/library-of-distilled-spirits-536398443#open-menu,From Business: Welcome back! The Library is now open every Tuesday - Saturday from 4pm to Midnight. Toast with craft cocktails and bar bites. Cheers! The Library of Distilled…,0
1449,Shuko,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.5,76.0,,,(212) 228-6088,47 E 12th St,"New York, NY 10003",10003,Very High,,http://www.shukonyc.com,https://www.yellowpages.com/new-york-ny/mip/shuko-504572913#open-menu,"From Business: Shuko is a NYTimes 3-star, restaurant owned by Chefs Nick Kim and Jimmy Lau. Shuko offers a choice of tasting menu showcasing traditional Japanese flavors and…",0
1450,Grey Dogs Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",4.5,193.0,,,(212) 229-2345,90 University Pl,"New York, NY 10003",10003,Average,27.0,http://www.thegreydog.com,https://www.yellowpages.com/new-york-ny/mip/grey-dogs-coffee-4861703#open-menu,"From Business: Neighborhood coffeehouse serving classic American eats and healthy options in a homey, laid-back settingNeighborhood coffeehouse serving classic American eats…",0
1451,Unregular Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,16.0,,,(646) 609-4699,135 4th Ave,"New York, NY 10003",10003,Very High,,http://www.unregularpizza.com,https://www.yellowpages.com/new-york-ny/mip/unregular-pizza-563560548#open-menu,"From Business: With a funky and pop fluo-colored 90’s-inspired interior and a neon light logo hanging in the back of the room, the small shop situated in the heart of Union…",1
1452,Bowery Road,"['Restaurants', 'American Restaurants', 'Health Food Restaurants']",4.5,67.0,,,(212) 432-1324,132 4th Ave,"New York, NY 10003",10003,Average,,http://www.boweryroad.com,https://www.yellowpages.com/new-york-ny/mip/bowery-road-536408316#open-menu,From Business: Bowery Road is a neighborhood American restaurant inspired by the Union Square Greenmarket. Stop by for seasonally-inspired cuisine and craft cocktails in a warm…,1
1453,Arte Cafe,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",4.0,354.0,,,(212) 501-7014,106 W 73rd St,"New York, NY 10023",10023,,29.0,http://www.artecafenyc.com,https://www.yellowpages.com/new-york-ny/mip/arte-cafe-2999671#open-menu,"From Business: Located steps away from Central Park "" Strawberry Fields"" in landmark brownstone. Serving our classic Italian dishes and pizza for over 20 years. Enjoy your…",1
1454,Osteria57,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",4.5,50.0,,,(212) 777-0057,57 W 10th St,"New York, NY 10011",10011,High,,http://osteria57.com,https://www.yellowpages.com/new-york-ny/mip/osteria57-540883446#open-menu,"From Business: Osteria57 is an Italian Restaurant located in New York, NY. We serve Italian Cuisine, Seafood, Vegetarian Food, Pasta, Wine Bar, Fine Dining and more. Here at…",1
1455,Gregorys Coffee,"['Restaurants', 'American Restaurants', 'Coffee & Tea']",3.5,5.0,,,(877) 208-2491,1273 1st Ave,"New York, NY 10065",10065,Low,,http://www.gregoryscoffee.com,https://www.yellowpages.com/new-york-ny/mip/gregorys-coffee-532014572#open-menu,"From Business: Created in 2006, Gregorys Coffee is a specialty coffee, lifestyle and wellness brand based in Manhattan, New York. With a strong focus on quality, innovative…",1
1456,Kome Waza UES,"['Restaurants', 'Japanese Restaurants', 'Hawaiian Restaurants']",,,,,(646) 838-5928,1275 1st Ave,"New York, NY 10065",10065,Average,,http://www.komewaza.com,https://www.yellowpages.com/new-york-ny/mip/kome-waza-ues-544415979#open-menu,From Business: Poke bowls and onigiri (rice balls)Poke bowls and onigiri (rice balls),1
1457,DIG on 4th,"['Restaurants', 'Take Out Restaurants', 'American Restaurants']",,,,,(646) 905-5999,127 4th Ave,"New York, NY 10003",10003,Average,,https://www.diginn.com,https://www.yellowpages.com/new-york-ny/mip/dig-on-4th-5051310#open-menu,"From Business: At Dig, you’ll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",0
1458,Tartine,"['Restaurants', 'French Restaurants', 'Family Style Restaurants']",4.0,222.0,,,(212) 229-2611,253 W 11th St,"New York, NY 10014",10014,Average,,http://www.tartine.nyc,https://www.yellowpages.com/new-york-ny/mip/tartine-480725983#open-menu,"From Business: Tartine serves French bistro fare, French onion soup, Croque Monsieur,Steak au Poivre as well as Daily specials. Closed on Monday, Lunch/ Brunch served…",1
1459,Pinto Garden,"['Restaurants', 'Thai Restaurants', 'Family Style Restaurants']",4.0,17.0,,,(212) 366-5455,117 W 10th St,"New York, NY 10011",10011,Average,,http://pintogarden.com,https://www.yellowpages.com/new-york-ny/mip/pinto-garden-531784214#open-menu,"From Business: Located in the heart of the West Village, Pinto Garden is home to vibrant and ambitious Thai cuisine prepared with seasonal, locally sourced ingredients. For the…",0
1460,Slowly Shirley,"['Restaurants', 'American Restaurants', 'Bars']",4.5,9.0,,,(212) 243-2827,121 W 10th St,"New York, NY 10011",10011,Average,,http://slowlyshirley.com,,"From Business: Slowly Shirley is an elegant subterranean cocktail sanctuary. With Art Deco décor, a curated collection of rare and vintage spirits, and both classic and…",0
1461,Friend House,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",,,,,(212) 614-8814,145 E 13th St,"New York, NY 10003",10003,Low,15.0,,https://www.yellowpages.com/new-york-ny/mip/friend-house-479809241#open-menu,From Business: Friend House is an eating establishment that offers a range of food items and beverages for lunch and dinner. The restaurant specializes in Chinese and Japanese…,0
1462,Ribalta,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.5,932.0,,,(212) 777-7781,48 E 12th St,"New York, NY 10003",10003,Average,11.0,http://www.ribaltapizzarestaurant.com,https://www.yellowpages.com/new-york-ny/mip/ribalta-471111632#open-menu,From Business: Rosario and Pasquale have brought Naples into the heart of New York to make you experience a one-of-a-kind taste: to taste the true Neapolitan pizza and other…,1
1463,4 Charles Prime Rib,"['Restaurants', 'American Restaurants', 'Steak Houses']",4.5,51.0,,,(212) 561-5992,4 Charles St,"New York, NY 10014",10014,High,,https://nycprimerib.com/contact,,"From Business: An intimate supper club tucked away in the charming West Village neighborhood of Manhattan. This late night dining den welcomes friends, family, and regulars for…",0
1464,Silky Kitchen,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,5.0,,,(646) 250-6688,137 E 13th St,"New York, NY 10003",10003,Low,,http://silkykitchen.com,https://www.yellowpages.com/new-york-ny/mip/silky-kitchen-546089898#open-menu,From Business: Authentic Chinese Food and the best Rice Noodles in New York City. Join us in Union Square for delicious Hunan style Chinese food. You choose from our wonderful…,1
1465,Beyond Sushi,"['Restaurants', 'Japanese Restaurants', 'Vegetarian Restaurants']",,,,,(646) 861-2889,229 E 14th St,"New York, NY 10003",10003,Average,11.0,http://www.beyondsushinyc.com,https://www.yellowpages.com/new-york-ny/mip/beyond-sushi-472633162#open-menu,"From Business: Beyond Sushi is a plant-based, health conscious eatery that celebrates the flavors and beauty of locally-sourced, seasonal produce. Founded by renowned Chef, Guy…",1
1466,3 Times,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",4.5,2.0,,,(646) 609-3040,818 Broadway,"New York, NY 10003",10003,,,https://www.3times.com,,"From Business: A Chinese restaurant specializes in serving dim sum, pork soup dumplings, also known as xiaolongbao, and meals for lunch and dinner. Our menu carries traditional…",0
1467,Sushi Kaito,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",5.0,16.0,,,(212) 799-1278,244 W 72nd St,"New York, NY 10023",10023,Average,6.0,https://www.sushikaito.net,https://www.yellowpages.com/new-york-ny/mip/sushi-kaito-538136349#open-menu,"From Business: Sushi Kaito is an all Omakase sushi bar located in the Upper West Side. Omakase means trust the chef, so we do not have a menu instead you will be served the…",0
1468,Mr. K – Japanese Noodle and Street Food,"['Restaurants', 'Japanese Restaurants']",,,,,(646) 859-4671,152 7th Ave S,"New York, NY 10014",10014,Low,,https://www.mr-k.us,https://www.yellowpages.com/new-york-ny/mip/mr-k-japanese-noodle-and-street-food-563283504#open-menu,"From Business: Mr. K is your premier Japanese restaurant in New York, NY. We are proud to bring you Japanese street food made with fresh ingredients and delicious flavors every…",1
1469,The Winslow Gin House and Eatery,"['Restaurants', 'American Restaurants', 'Bars']",4.5,41.0,,,(212) 777-7717,243 E 14th St,"New York, NY 10003",10003,Average,10.0,http://www.thewinslownyc.com,https://www.yellowpages.com/new-york-ny/mip/the-winslow-gin-house-and-eatery-481140753#open-menu,"From Business: THE WINSLOW was created to be akin to a British style bar and eatery. Because gin has had such a big influence, as well as its history in London, the owners…",1
1470,Quality Eats,"['Restaurants', 'American Restaurants', 'Steak Houses']",4.0,97.0,,,(212) 337-9988,19 Greenwich Ave,"New York, NY 10014",10014,Very High,,http://www.qualityeats.com,https://www.yellowpages.com/new-york-ny/mip/quality-eats-520800463#open-menu,"From Business: Quality Eats is the best restaurant in New York. Quality Eats serves the best steaks, sides, burgers, salads, and creative craft cocktails in Manhattan for…",1
1471,Sant Ambroeus West Village,"['Restaurants', 'Italian Restaurants', 'Bars']",4.0,226.0,,,(212) 604-9254,259 W 4th St,"New York, NY 10014",10014,Average,87.0,https://www.santambroeus.com/pages/location-west-village,https://www.yellowpages.com/new-york-ny/mip/sant-ambroeus-west-village-453455485#open-menu,"From Business: Experience the taste of Italy at Sant Ambroeus West Village, NYC! Indulge in exquisite Italian cuisine crafted with the freshest ingredients. From homemade…",0
1472,Matto Espresso,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",5.0,1.0,,,(212) 244-4281,359 E 68th St,"New York, NY 10065",10065,,,http://www.matto.com,,"From Business: Italian Espresso Bar chain offering a range of coffees, espresso, tea, bakeries, desserts, sandwiches & snacks. Nine locations in Manhattan.Italian Espresso Bar…",0
1473,Jack's Stir Brew Coffee,"['Restaurants', 'Coffee Shops', 'Coffee & Espresso Restaurants']",4.5,30.0,,,(212) 929-0821,138 W 10th St,"New York, NY 10014",10014,Average,39.0,https://www.jacksstirbrew.com,https://www.yellowpages.com/new-york-ny/mip/jacks-stir-brew-coffee-539179#open-menu,"From Business: Premium quality coffee, friendly atmosphere, and great value - three tenets of service that Jack's Stir Brew Coffee promises to deliver to their customers. This…",0
1474,The Butcher's Daughter,"['Restaurants', 'American Restaurants', 'Health Food Restaurants']",4.0,100.0,,,(917) 388-2132,581 Hudson St,"New York, NY 10014",10014,Average,7.0,http://www.thebutchersdaughter.com,,From Business: 100% Vegetarian and mostly dairy free. Gluten Free and Vegan options available. Open 7 days a week. Cold-pressed juices prepared daily.100% Vegetarian and mostly…,0
1475,Flip Sigi,"['Restaurants', 'Filipino Restaurants', 'Asian Restaurants']",4.5,36.0,,,(917) 639-3262,131 7th Ave S,"New York, NY 10014",10014,,,https://www.flipsigi.com,,"From Business: It all began in 2015 as a little ""hole-in-the-wall"" at 525 Hudson St in the West Village in New York City. What started out as a dream, has turned into a…",0
1476,Milk Bar,"['Restaurants', 'American Restaurants', 'Bakeries']",4.0,399.0,,,(646) 692-4154,251 E 13th St,"New York, NY 10003",10003,Average,,https://www.milkbarstore.com,https://www.yellowpages.com/new-york-ny/mip/milk-bar-531483570#open-menu,"From Business: Milk Bar is a sweet (and occasionally savory) shop that's been quietly shaking up the dessert scene since 2008. Bon Appetit magazine called us ""one of the most…",1
1477,TBar,"['Restaurants', 'Steak Houses', 'Cocktail Lounges']",,,,,(212) 772-0404,1278 3rd Ave,"New York, NY 10021",10021,High,29.0,http://www.tbarnyc.com,https://www.yellowpages.com/new-york-ny/mip/tbar-4562046#open-menu,"From Business: Tbar Steak & Lounge is restaurant that offers a variety of food items. Its menu includes a list of food items, such as entrees, appetizers and side dishes. The…",0
1478,Finestra,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.0,74.0,,,(212) 717-8595,"1370 York Ave,73rd Street","New York, NY 10021",10021,Average,26.0,http://www.finestrarestaurant.com,https://www.yellowpages.com/new-york-ny/mip/finestra-3616041#open-menu,"From Business: The kind of ""welcoming"" local place every neighborhood should have. This ""small"" upper east side italian restaurant serves AS a ""quiet"" standby for ""well priced""…",1
1479,Westside Market NYC,"['Restaurants', 'American Restaurants']",4.0,6.0,,,(212) 253-8400,84 3rd Ave,"New York, NY 10003",10003,Average,20.0,http://www.wmarketnyc.com,,From Business: Corner 12th street,1
1480,Omakase Room by Mitsu,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",5.0,17.0,,,(212) 367-2067,14 Christopher St Lowr LEVEL,"New York, NY 10014",10014,,6.0,https://www.omakaseroom.com/experience,,"From Business: *Omakase Room by Mitsu will be closed on 11/23/23. Omakase Room by Mitsu offers an intimate experience of traditional Japanese sushi, crafted and hand-served by…",0
1481,Analogue,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']",4.0,17.0,,,(212) 432-0200,19 W 8th St,"New York, NY 10011",10011,High,,http://www.analoguenyc.com,https://www.yellowpages.com/new-york-ny/mip/analogue-482156102#open-menu,From Business: Analogue is a cocktail bar located in the heart of Greenwich Village. Its name references both the records played over a vintage Hi-Fi setup and the idea that it…,0
1482,Dive 75,"['Restaurants', 'American Restaurants', 'Brew Pubs']",4.5,26.0,,,(212) 362-7518,101 W 75th St,"New York, NY 10023",10023,Average,26.0,http://www.divebarnyc.com,,"From Business: Welcome to Dive 75, the place to unwind in a wonderful atmosphere, complete with a beautiful fish tank, board games and an amazing internet juke box! Come in and…",0
1483,Da Capo,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",3.5,10.0,,,(646) 882-0197,322 Columbus Ave,"New York, NY 10023",10023,Average,,https://www.dacapony.com/contact,https://www.yellowpages.com/new-york-ny/mip/da-capo-541787911#open-menu,"From Business: We offer signature and classic cocktails that was created by Juan Arboleda, a veteran in the cocktail community having worked for such notable cocktail bar's…",1
